Customer_ID,Gender,Age,Income,Relation_length,Contract_length,Start_channel,Email_list,Home_age,Home_label,Electricity_usage,Gas_usage,Province,Churn
791,1,32,2020,55,0,Online,1,17,D,2301,1288,Zuid-Holland,0
792,0,52,6876,89,16,Online,1,26,C,1501,1471,Noord-Holland,0
793,1,37,3271,62,0,Phone,0,16,G,3481,2005,Friesland,1
794,1,71,2079,43,0,Phone,0,17,G,2318,1415,Noord-Holland,1
795,1,59,2152,137,27,Online,1,58,D,2388,1411,Zuid-Holland,1
796,0,49,10997,125,11,Online,1,36,D,1542,1484,Noord-Holland,0
797,1,27,2914,5,0,Online,1,56,D,2251,1812,Noord-Holland,1
798,1,53,6693,121,16,Online,1,43,D,2274,153,Noord-Holland,0
799,0,35,2921,49,9,Online,1,34,F,3028,29850,Gelderland,0
800,1,44,5669,110,4,Online,1,68,F,1744,1150,Noord-Holland,0
801,0,63,3871,95,0,Online,1,6,B,2348,847,Overijssel,0
802,1,38,11076,41,0,Online,1,16,G,2310,1470,Noord-Holland,0
803,1,35,5240,28,17,Online,1,56,B,2228,468,Noord-Brabant,0
804,0,34,3311,2,0,Phone,0,32,D,2420,1372,Noord-Holland,1
805,0,41,2538,66,21,Online,1,39,D,1598,1093,Zeeland,1
806,1,35,1864,68,5,Online,1,50,G,3051,1455,Noord-Holland,1
807,0,43,4985,29,11,Online,1,46,E,2820,752,Noord-Holland,1
808,0,70,4850,183,4,Phone,0,85,E,3256,1645,Noord-Brabant,1
809,1,38,6304,81,27,Online,1,28,B,2129,817,Gelderland,0
810,0,59,12084,73,21,Phone,0,82,E,3352,2258,Utrecht,0
811,1,44,2842,80,7,Online,1,6,B,2229,865,Utrecht,0
812,0,48,4895,14,0,Online,1,5,A,1858,0,Zeeland,0
813,1,42,3366,96,0,Online,1,5,B,1493,881,Limburg,0
814,1,40,4111,56,0,Online,1,31,G,1971,2278,Zuid-Holland,1
815,0,54,4762,20,0,Online,1,20,G,2183,1829,Utrecht,1
816,0,55,8318,28,8,Online,1,75,D,2894,1174,Overijssel,0
817,0,49,5528,96,10,Online,1,28,D,1763,1171,Limburg,0
818,1,42,4524,69,31,Online,1,28,D,2542,1189,Overijssel,0
819,0,55,3547,117,26,Online,1,96,D,2474,1127,Noord-Holland,0
820,0,42,5867,86,0,Online,1,45,E,1614,1409,Gelderland,1
821,0,35,6822,34,0,Online,1,36,C,2557,624,Noord-Brabant,0
822,0,47,7287,13,8,Online,1,12,E,2779,1175,Zeeland,0
823,0,46,3037,24,3,Phone,0,23,G,2980,926,Zuid-Holland,0
824,0,46,2869,26,3,Online,1,32,D,1707,956,Noord-Holland,0
825,0,51,9056,31,5,Online,1,35,D,1873,1731,Overijssel,0
826,1,35,4143,14,0,Online,1,3,C,1375,958,Overijssel,1
827,0,35,4185,70,0,Online,1,11,B,2259,771,Gelderland,1
828,0,37,4280,76,0,Online,1,32,B,1187,1018,Overijssel,0
829,0,42,7167,4,0,Online,1,74,E,2115,927,Drenthe,1
830,0,88,7337,174,0,Phone,0,75,C,2188,1273,Gelderland,1
831,0,45,7481,80,0,Online,0,8,A,1872,730,Noord-Brabant,0
832,1,70,1586,144,11,Online,1,15,E,2657,788,Zuid-Holland,1
833,1,85,3296,144,0,Phone,0,45,B,2441,567,Utrecht,0
834,1,43,5211,51,0,Online,1,42,E,2504,1523,Groningen,0
835,0,37,7649,64,7,Online,1,7,A,1712,0,Zuid-Holland,0
836,1,35,3064,48,11,Online,1,18,F,2260,1562,Gelderland,0
837,1,34,2682,1,0,Online,1,25,F,2647,901,Groningen,1
838,0,57,4436,94,4,Online,1,79,D,3694,1078,Noord-Holland,1
839,1,34,3252,54,0,Online,1,30,G,2718,1012,Utrecht,1
840,1,42,5002,38,3,Online,1,42,C,1874,1347,Noord-Brabant,0
841,0,30,2083,34,20,Online,1,196,G,2826,1965,Overijssel,1
842,1,47,7959,47,11,Online,1,20,G,2872,2305,Gelderland,1
843,1,47,5016,77,19,Online,1,79,C,2147,997,Zuid-Holland,0
844,0,43,3869,46,35,Online,1,29,D,2626,820,Zuid-Holland,0
845,0,29,3059,31,7,Phone,0,163,F,2078,2076,Friesland,1
846,1,55,6132,21,0,Online,1,22,C,1933,919,Zuid-Holland,0
847,1,40,3285,63,1,Phone,1,46,D,2426,1589,Zuid-Holland,0
848,1,36,5084,60,0,Online,1,12,D,2034,1640,Zuid-Holland,1
849,1,37,6465,70,1,Online,0,47,G,2084,1329,Zeeland,0
850,1,40,5856,25,2,Online,1,9,A,2170,833,Limburg,0
851,1,41,7456,13,0,Online,1,19,C,1696,1845,Gelderland,1
852,1,56,3871,139,0,Online,1,76,B,1615,982,Groningen,1
853,1,45,4775,62,6,Online,1,23,C,3116,1115,Overijssel,0
854,0,43,5335,9,11,Online,1,30,C,1783,803,Zuid-Holland,0
855,1,53,1450,103,21,Phone,0,77,B,2188,1331,Zuid-Holland,0
856,1,61,3359,50,35,Online,1,137,E,2262,1117,Noord-Holland,0
857,0,33,2296,55,32,Online,1,10,D,2181,1424,Gelderland,0
858,0,41,3867,55,0,Online,1,57,E,2482,1704,Utrecht,1
859,1,25,1508,30,0,Online,1,49,G,2987,1896,Zuid-Holland,1
860,1,40,3089,100,5,Phone,0,21,G,2534,628,Gelderland,0
861,0,54,5562,65,0,Online,1,16,F,2662,1252,Utrecht,0
862,0,39,1716,28,5,Online,0,14,F,2459,1326,Noord-Brabant,0
863,0,53,4585,71,11,Online,1,4,A,2269,659,Zuid-Holland,0
864,0,44,5428,105,7,Phone,0,28,D,2660,1253,Overijssel,1
865,0,56,6131,21,0,Online,1,30,C,1540,443,Zuid-Holland,0
866,1,62,2112,14,10,Online,0,13,G,2724,1244,Utrecht,0
867,0,34,4713,51,14,Online,1,46,E,2019,1159,Noord-Holland,0
868,1,52,8343,35,0,Online,1,43,E,3321,880,Noord-Holland,0
869,0,39,3283,14,0,Online,1,47,G,2985,925,Utrecht,1
870,1,52,1914,38,22,Online,1,50,B,1962,867,Zuid-Holland,0
871,1,38,4487,68,22,Online,1,27,G,2132,2410,Zeeland,1
872,1,69,2753,82,6,Online,1,62,D,2316,1249,Noord-Holland,0
873,1,39,2946,80,36,Online,1,18,C,2232,1175,Zuid-Holland,0
874,0,70,7653,178,23,Online,1,42,F,2401,1634,Noord-Holland,0
875,1,90,3122,209,9,Phone,0,26,G,2992,1610,Drenthe,1
876,0,47,3802,95,0,Online,1,60,C,2447,922,Noord-Holland,0
877,0,32,2637,21,0,Online,1,34,C,2489,1208,Noord-Holland,1
878,0,55,10830,9,16,Online,1,29,C,1782,675,Overijssel,1
879,1,52,7737,9,11,Online,1,31,C,2294,1276,Zuid-Holland,0
880,1,55,8940,38,35,Online,0,35,C,2374,877,Limburg,1
881,1,35,2922,10,0,Online,1,20,E,2627,1302,Limburg,1
882,0,58,5813,153,13,Online,1,2,C,1699,1382,Limburg,0
883,0,57,4151,65,0,Online,1,28,C,2262,546,Noord-Holland,1
884,1,39,4735,85,12,Online,1,5,B,3336,802,Noord-Holland,1
885,1,76,5183,165,0,Phone,1,48,G,2403,1311,Gelderland,1
886,1,45,4838,104,8,Online,1,74,G,3132,1057,Noord-Brabant,0
887,0,48,7743,41,0,Phone,0,10,C,2919,655,Utrecht,1
888,0,44,4068,91,32,Phone,0,16,F,3042,994,Overijssel,0
889,0,32,3281,52,31,Online,1,53,C,2264,1094,Noord-Brabant,0
890,0,43,3930,92,0,Online,1,34,G,2992,1852,Noord-Brabant,1
891,1,48,3069,66,5,Online,1,13,C,1883,784,Flevoland,0
892,1,38,858,18,25,Online,0,31,C,1715,1681,Friesland,1
893,1,84,8490,64,0,Phone,0,57,D,2724,1967,Zuid-Holland,1
894,0,76,1474,175,6,Phone,1,27,G,2663,2136,Zuid-Holland,1
895,0,44,4019,107,30,Online,0,20,D,2316,1852,Noord-Holland,0
896,0,45,12186,79,18,Online,1,37,D,3352,411,Noord-Brabant,0
897,1,55,11486,115,12,Online,0,18,B,2745,1000,Zuid-Holland,0
898,1,72,6383,137,6,Online,1,40,D,2846,1072,Gelderland,0
899,1,52,5663,39,0,Phone,0,49,E,2932,1767,Gelderland,1
900,1,23,3327,8,0,Online,1,24,G,2727,2210,Zuid-Holland,1
901,1,43,2740,0,11,Online,1,23,D,2636,1570,Noord-Brabant,1
902,0,30,3041,17,4,Phone,1,48,E,2701,1390,Limburg,0
903,1,61,6354,13,0,Online,1,13,C,1783,446,Gelderland,0
904,0,64,5121,88,23,Online,1,12,G,3039,1432,Noord-Brabant,1
905,1,61,4560,31,18,Online,1,5,B,1726,1080,Gelderland,1
906,0,46,3789,110,0,Online,1,35,D,2408,905,Gelderland,1
907,0,58,4851,111,0,Online,1,24,C,2243,646,Noord-Holland,1
908,0,50,5689,98,17,Online,1,36,G,3200,1654,Utrecht,0
909,1,39,3019,68,8,Online,1,19,B,1987,754,Limburg,1
910,0,49,3262,46,0,Online,1,99,G,2318,1013,Zuid-Holland,1
911,0,32,6447,38,24,Online,1,9,B,1952,994,Gelderland,0
912,0,50,15494,94,5,Online,1,41,E,2871,1486,Zuid-Holland,0
913,0,53,1709,104,0,Online,1,15,C,2081,943,Limburg,0
914,0,49,3309,50,2,Online,1,1,A,1223,451,Limburg,0
915,0,83,5344,184,20,Phone,0,21,C,2659,1132,Noord-Brabant,0
916,0,36,6824,12,2,Phone,1,12,G,2371,2262,Noord-Holland,1
917,0,61,7604,155,20,Online,0,34,G,3174,1471,Limburg,0
918,1,28,4441,44,9,Online,1,3,B,1377,792,Overijssel,0
919,1,31,4250,36,0,Online,1,40,E,2123,1544,Zuid-Holland,1
920,1,71,3751,2,27,Phone,1,37,B,2058,562,Zuid-Holland,1
921,1,43,4447,68,15,Online,0,21,C,2140,498,Overijssel,1
922,0,43,12245,39,0,Online,1,26,D,2374,1029,Gelderland,1
923,0,51,9808,36,3,Online,1,56,E,1856,1392,Noord-Holland,0
924,0,44,12739,101,0,Phone,0,6,A,2320,802,Zuid-Holland,0
925,1,37,5704,57,21,Online,1,3,A,1840,0,Zuid-Holland,0
926,0,34,5899,47,2,Online,1,22,G,2374,1557,Noord-Brabant,1
927,1,61,4884,130,0,Online,1,11,G,2006,1174,Noord-Brabant,0
928,1,42,3304,91,0,Phone,0,22,F,2675,1456,Overijssel,1
929,0,90,6462,127,3,Phone,0,1,A,1949,0,Zuid-Holland,0
930,0,49,3125,28,2,Online,1,14,F,2484,1463,Overijssel,0
931,0,50,3667,134,28,Online,1,1,B,2243,651,Gelderland,1
932,1,32,6994,51,0,Online,1,39,C,2208,19650,Gelderland,1
933,0,63,7179,59,36,Online,0,43,F,2997,1199,Noord-Holland,0
934,1,43,8917,14,11,Online,0,8,A,1692,738,Gelderland,0
935,0,46,5282,72,11,Online,1,46,G,3104,830,Limburg,0
936,1,63,2144,12,0,Online,1,36,G,2013,1812,Gelderland,1
937,0,61,20676,130,4,Online,1,19,E,2546,1485,Limburg,0
938,1,67,5957,64,0,Online,1,48,C,1923,865,Groningen,1
939,0,32,4397,56,12,Online,1,68,E,2547,996,Gelderland,1
940,1,29,1654,13,24,Online,1,33,D,1457,1139,Utrecht,1
941,1,34,4665,73,5,Phone,0,37,D,2447,1000,Noord-Brabant,0
942,1,70,1530,159,6,Online,1,15,E,2088,730,Noord-Brabant,0
943,1,51,5669,107,12,Online,1,16,E,2158,2061,Limburg,1
944,1,53,2060,49,31,Online,1,34,C,3047,271,Flevoland,0
945,1,54,5754,135,0,Online,1,92,C,3197,484,Noord-Brabant,1
946,1,44,9567,39,19,Online,1,10,D,2072,1176,Utrecht,0
947,0,35,3307,2,12,Online,0,34,D,2215,1668,Utrecht,1
948,0,47,7320,27,12,Online,1,43,E,1484,1379,Gelderland,0
949,0,49,1674,41,7,Online,1,39,C,1157,646,Zuid-Holland,0
950,0,60,2638,70,3,Online,1,35,B,2078,1503,Zuid-Holland,0
951,1,43,2083,23,12,Online,1,42,E,2827,1109,Zuid-Holland,1
952,1,42,5091,18,12,Online,0,50,B,1981,961,Noord-Brabant,0
953,0,37,6848,70,4,Online,1,30,E,2388,1365,Noord-Brabant,0
954,1,35,1677,35,0,Phone,0,78,G,3095,1726,Overijssel,1
955,1,46,2089,94,19,Online,1,3,A,1893,0,Gelderland,0
956,0,47,3739,80,0,Phone,1,32,F,2887,899,Limburg,1
957,1,33,1356,22,9,Phone,0,26,C,2152,910,Friesland,1
958,0,58,10122,38,13,Online,1,5,B,1672,1453,Zuid-Holland,0
959,0,36,5603,84,26,Online,1,26,G,1809,1568,Noord-Brabant,0
960,1,46,3026,15,0,Online,1,48,G,2515,1096,Noord-Brabant,1
961,0,52,9341,106,7,Online,0,183,D,2011,1996,Limburg,0
962,0,47,4348,22,15,Online,1,20,E,2883,582,Zuid-Holland,1
963,1,40,8076,86,32,Online,1,136,D,2733,1184,Gelderland,1
964,1,50,9072,124,2,Online,1,37,B,2091,1197,Groningen,0
965,0,39,3117,82,7,Online,1,48,D,2255,1304,Zuid-Holland,0
966,0,64,8408,28,4,Online,1,34,G,3465,1469,Noord-Brabant,1
967,1,58,4683,52,11,Online,1,5,C,2638,177,Friesland,0
968,0,42,1929,14,0,Online,1,31,C,2131,569,Noord-Holland,1
969,1,51,2499,63,0,Phone,0,15,B,1952,877,Gelderland,1
970,0,59,2633,65,29,Online,0,31,D,2888,909,Noord-Holland,1
971,1,45,5474,3,11,Phone,0,10,D,2268,937,Zuid-Holland,1
972,1,54,5309,147,21,Online,1,27,C,2634,1492,Friesland,0
973,0,58,4691,93,0,Online,1,54,E,2161,1547,Zuid-Holland,0
974,1,44,2936,66,8,Online,1,14,D,1816,1635,Drenthe,0
975,0,33,7959,25,3,Online,1,43,D,2749,790,Noord-Brabant,0
976,1,39,2990,23,20,Online,1,20,C,19800,1311,Utrecht,0
977,1,37,4235,45,1,Online,0,46,B,2104,17790,Noord-Holland,0
978,0,29,4678,26,0,Online,1,47,C,3387,1030,Overijssel,1
979,1,28,1555,47,21,Online,1,5,A,1499,1032,Zuid-Holland,0
980,1,56,4317,13,2,Online,1,31,E,2084,1634,Overijssel,0
981,1,50,10170,5,27,Online,1,75,B,2656,477,Gelderland,0
982,1,56,6053,66,7,Online,1,30,C,2744,809,Gelderland,1
983,0,31,3173,8,0,Phone,0,46,C,1632,900,Flevoland,0
984,1,36,3588,38,30,Online,1,9,C,2535,1332,Zuid-Holland,0
985,1,33,2560,3,28,Online,1,48,G,2231,1233,Flevoland,1
986,0,36,6297,14,19,Phone,0,68,D,2414,947,Zuid-Holland,1
987,0,36,4610,53,22,Phone,0,4,B,1798,1020,Gelderland,0
988,1,44,6003,22,7,Online,0,38,G,1981,1504,Zuid-Holland,0
989,0,68,5499,5,14,Online,1,11,C,2398,1282,Gelderland,1
990,0,62,2004,44,6,Online,1,28,B,2427,1208,Gelderland,0
991,0,45,4598,46,5,Online,0,4,A,2267,0,Zuid-Holland,0
992,1,50,2563,56,4,Online,1,39,E,2686,1249,Noord-Brabant,0
993,1,53,5596,110,17,Online,1,83,G,2010,930,Zuid-Holland,0
994,0,61,5760,156,12,Phone,0,99,D,1816,1293,Gelderland,0
995,1,42,3457,5,0,Online,1,80,G,1491,1529,Noord-Holland,1
996,0,45,4898,21,5,Phone,0,56,D,2197,1211,Noord-Holland,0
997,1,47,2300,75,0,Online,1,36,B,1484,1048,Zuid-Holland,1
998,0,39,6545,27,0,Online,1,34,D,1369,1416,Noord-Brabant,1
999,1,68,2799,169,28,Online,1,44,G,1757,865,Zuid-Holland,1
1000,0,23,3928,13,7,Online,1,9,B,2040,1066,Noord-Holland,1
1001,1,31,2145,47,0,Online,1,4,B,1035,496,Gelderland,0
1002,0,75,2124,30,33,Online,0,35,B,1602,911,Limburg,0
1003,0,49,4980,35,0,Online,1,30,D,2622,492,Noord-Holland,1
1004,0,37,4903,59,0,Online,0,77,F,1890,938,Friesland,1
1005,1,56,4982,56,29,Online,1,29,E,3124,2018,Noord-Brabant,1
1006,0,35,3769,51,5,Online,1,87,E,1870,372,Flevoland,0
1007,0,49,18152,34,14,Online,1,14,B,2418,1062,Zuid-Holland,0
1008,0,55,3668,38,0,Online,1,45,D,2148,1043,Zuid-Holland,1
1009,1,56,2891,133,0,Online,1,79,D,2550,698,Zuid-Holland,1
1010,1,45,5114,18,10,Online,1,22,D,2443,1507,Noord-Holland,0
1011,0,73,5680,4,0,Online,1,25,E,1408,1763,Zuid-Holland,1
1012,1,40,5068,17,24,Online,1,25,E,2598,635,Noord-Brabant,1
1013,0,41,8925,55,23,Phone,0,25,D,2110,1016,Zuid-Holland,1
1014,1,48,6158,66,0,Online,1,12,C,2892,1210,Noord-Holland,1
1015,1,60,5036,93,9,Online,1,28,E,2949,1911,Drenthe,0
1016,0,47,4376,88,0,Online,1,43,G,3372,1866,Gelderland,1
1017,1,49,4494,28,0,Online,1,31,G,1737,1765,Zuid-Holland,1
1018,1,62,3403,119,5,Online,1,69,E,3016,908,Zuid-Holland,1
1019,0,51,1724,1,32,Online,1,27,G,3990,961,Gelderland,1
1020,1,53,3189,17,0,Online,0,49,G,1606,1172,Noord-Brabant,1
1021,0,41,2632,28,17,Online,1,114,F,1641,1079,Zuid-Holland,0
1022,0,45,7954,11,16,Online,0,35,C,1611,633,Noord-Brabant,0
1023,0,54,5237,50,0,Online,1,20,B,2055,646,Gelderland,1
1024,1,48,3729,95,0,Online,1,17,B,2201,692,Gelderland,0
1025,0,57,2895,27,9,Online,1,2,A,1924,744,Zuid-Holland,0
1026,0,50,4903,114,0,Online,1,14,D,1739,1336,Zuid-Holland,1
1027,1,52,5660,130,32,Phone,1,184,G,3329,1800,Gelderland,0
1028,1,44,2629,100,0,Online,1,19,E,1952,813,Zuid-Holland,1
1029,0,49,2234,27,6,Phone,1,25,D,2056,1262,Noord-Holland,0
1030,0,36,3827,27,10,Phone,1,42,G,3932,2368,Noord-Holland,0
1031,0,36,1982,2,29,Online,1,30,B,2404,1047,Friesland,1
1032,1,36,3702,10,6,Online,1,44,C,1929,707,Zuid-Holland,0
1033,0,51,4251,118,0,Phone,0,45,C,1980,991,Noord-Holland,1
1034,1,51,4101,51,30,Online,1,18,B,2826,998,Limburg,1
1035,1,43,3472,55,0,Online,1,10,D,2408,1181,Noord-Brabant,0
1036,0,56,4789,15,5,Online,1,93,G,1805,2095,Noord-Holland,1
1037,1,54,1752,69,17,Online,1,36,B,1009,1138,Noord-Brabant,0
1038,0,55,4275,62,15,Phone,0,10,E,2037,1383,Overijssel,0
1039,1,36,3573,12,25,Online,1,36,G,1941,1121,Zeeland,0
1040,0,86,1994,177,3,Phone,0,29,C,1943,1199,Gelderland,1
1041,1,40,5861,35,0,Online,1,78,G,2903,807,Utrecht,1
1042,0,44,3433,16,20,Phone,1,59,D,2102,1126,Zuid-Holland,0
1043,0,44,4238,82,5,Online,1,39,G,3075,1769,Zuid-Holland,1
1044,1,21,2029,18,9,Online,1,6,B,3188,582,Limburg,0
1045,1,45,3970,39,3,Online,1,9,A,1929,695,Limburg,0
1046,1,33,3540,4,24,Online,1,13,C,2463,1423,Noord-Brabant,1
1047,1,37,2541,86,8,Online,0,31,G,3417,1841,Gelderland,1
1048,0,53,6225,33,24,Online,1,8,A,1437,787,Groningen,0
1049,0,36,7479,47,34,Online,1,59,G,2695,1853,Limburg,1
1050,1,43,6376,8,19,Online,1,163,D,2408,1545,Noord-Holland,1
1051,0,52,7285,98,14,Online,1,24,F,2694,1529,Zuid-Holland,1
1052,1,36,5068,48,8,Online,1,5,C,1920,1097,Gelderland,0
1053,0,64,2919,18,0,Phone,0,141,E,2899,930,Noord-Holland,1
1054,0,29,5819,11,0,Online,1,197,C,2234,790,Gelderland,1
1055,1,49,2719,116,8,Online,1,20,F,2097,1295,Friesland,0
1056,0,48,6891,26,11,Phone,0,36,D,1914,1201,Noord-Holland,0
1057,0,37,1808,52,3,Online,1,43,E,1939,970,Noord-Holland,1
1058,1,48,9449,45,0,Phone,0,10,C,3071,654,Utrecht,0
1059,1,38,3185,74,0,Online,0,54,G,2248,933,Noord-Holland,0
1060,1,72,4865,162,2,Online,0,93,E,2206,710,Limburg,0
1061,1,30,4466,49,0,Online,0,25,C,2276,542,Noord-Holland,1
1062,1,52,4540,8,2,Online,1,196,D,2128,1135,Gelderland,1
1063,1,43,4576,99,0,Online,1,62,D,2637,746,Utrecht,1
1064,0,64,2292,3,34,Online,1,73,B,2132,1165,Zuid-Holland,1
1065,0,96,11442,123,0,Phone,1,41,G,2616,1901,Zuid-Holland,1
1066,1,36,6684,25,20,Online,0,83,G,2143,1766,Gelderland,0
1067,1,62,6303,146,28,Online,1,32,D,2297,1100,Groningen,0
1068,0,45,3254,33,0,Online,0,19,F,2542,2362,Overijssel,1
1069,1,47,2473,116,0,Online,1,22,C,1855,1112,Gelderland,1
1070,0,55,4113,40,0,Online,1,45,C,2534,490,Noord-Holland,1
1071,0,42,3864,41,32,Online,1,22,G,3514,1616,Overijssel,1
1072,0,41,3510,76,0,Online,1,88,C,1733,1388,Noord-Holland,0
1073,0,64,6939,56,0,Online,1,39,E,1105,1496,Zuid-Holland,1
1074,0,42,4787,89,35,Online,1,0,A,1864,650,Zuid-Holland,0
1075,1,37,3243,79,0,Online,1,18,D,1392,1575,Overijssel,1
1076,0,54,7918,23,18,Online,1,64,B,2221,791,Zuid-Holland,0
1077,0,54,10867,7,35,Online,1,9,B,2191,807,Noord-Holland,1
1078,0,36,6639,42,6,Online,1,38,E,2036,12510,Drenthe,0
1079,1,58,4557,58,0,Online,1,77,F,3459,1450,Zuid-Holland,1
1080,0,67,5905,160,2,Online,1,98,G,3227,864,Limburg,0
1081,1,63,1845,84,0,Online,1,195,G,2759,1650,Gelderland,1
1082,1,52,2806,40,10,Online,1,29,D,1842,1124,Zuid-Holland,0
1083,1,52,2823,100,14,Online,1,53,D,1436,1121,Overijssel,0
1084,0,65,3637,151,22,Online,1,21,D,2511,1353,Noord-Brabant,1
1085,0,70,6325,77,3,Online,1,43,E,2061,2195,Overijssel,0
1086,0,36,13734,14,6,Online,1,74,D,2791,800,Noord-Brabant,1
1087,0,52,4174,95,33,Online,1,124,B,2160,1168,Overijssel,0
1088,0,46,3764,63,0,Phone,0,23,B,2353,630,Friesland,0
1089,0,24,3078,12,25,Phone,0,15,C,2024,733,Noord-Holland,0
1090,1,49,4580,5,0,Online,1,0,B,1158,814,Overijssel,1
1091,0,35,17483,43,0,Online,1,26,B,1931,890,Zuid-Holland,0
1092,0,53,6286,69,4,Online,1,47,D,1377,1140,Utrecht,0
1093,0,38,5830,63,0,Online,0,68,B,2214,971,Gelderland,0
1094,0,42,5396,32,0,Phone,1,16,E,29790,1350,Overijssel,1
1095,1,47,1990,113,3,Online,1,15,G,2315,2592,Zuid-Holland,0
1096,0,37,5583,49,0,Online,1,41,G,2801,797,Noord-Holland,1
1097,1,61,2751,98,20,Phone,0,31,E,1580,1592,Zuid-Holland,0
1098,1,47,2632,35,0,Online,1,4,C,1623,1293,Gelderland,0
1099,1,50,12485,74,0,Online,1,77,G,2252,2682,Zeeland,1
1100,0,43,4595,69,24,Online,1,16,B,1593,968,Zuid-Holland,0
1101,0,49,5293,88,8,Online,1,39,G,2399,1057,Zuid-Holland,0
1102,0,70,3684,169,0,Online,0,31,C,1740,686,Noord-Holland,1
1103,0,68,3075,91,0,Online,0,4,A,1895,0,Noord-Holland,0
1104,0,49,3350,64,0,Online,1,73,B,1788,239,Noord-Brabant,0
1105,0,42,5158,83,0,Online,1,13,G,2800,1360,Overijssel,1
1106,0,38,7469,38,20,Online,1,115,B,2897,1437,Utrecht,1
1107,0,64,6634,45,0,Online,1,92,D,1896,817,Utrecht,0
1108,1,76,2293,67,11,Phone,1,19,C,2074,840,Zuid-Holland,0
1109,1,56,3105,9,0,Online,1,7,C,2232,1369,Overijssel,1
1110,0,38,3102,25,0,Online,1,53,G,2413,1937,Noord-Holland,1
1111,1,56,4054,28,6,Online,1,53,D,2333,1168,Gelderland,1
1112,0,33,4584,13,6,Online,1,83,E,2311,1264,Noord-Brabant,0
1113,0,58,5800,81,6,Online,1,42,G,3398,940,Zuid-Holland,0
1114,1,36,1806,42,6,Online,1,37,E,1509,1677,Overijssel,0
1115,0,51,2699,139,4,Online,1,2,C,2092,623,Zuid-Holland,1
1116,1,64,3665,12,0,Phone,0,37,C,1387,943,Noord-Holland,0
1117,1,30,3421,36,10,Online,1,10,E,2198,1205,Noord-Holland,0
1118,0,59,11785,121,3,Online,1,12,E,1192,1389,Noord-Holland,0
1119,1,36,7824,9,2,Phone,0,40,C,863,423,Noord-Brabant,0
1120,0,41,9014,17,0,Online,1,37,F,3177,596,Noord-Holland,0
1121,0,42,3924,53,0,Online,1,1,C,1627,1331,Noord-Brabant,0
1122,1,37,5300,6,14,Online,1,4,A,1557,0,Friesland,0
1123,0,50,8901,63,9,Online,1,19,C,1827,997,Friesland,0
1124,1,63,2064,10,0,Online,1,16,G,1954,2667,Noord-Holland,1
1125,0,38,4851,55,3,Online,1,33,D,2865,1403,Limburg,0
1126,0,44,6433,90,34,Online,1,17,E,1922,1133,Utrecht,0
1127,1,44,2924,39,19,Online,1,12,G,2729,506,Zuid-Holland,0
1128,0,33,6156,51,11,Online,1,40,G,3599,2037,Zuid-Holland,1
1129,1,31,2386,27,12,Phone,1,87,G,2801,1524,Noord-Brabant,0
1130,0,45,5079,57,0,Phone,0,7,B,1790,821,Noord-Brabant,0
1131,1,48,1930,12,30,Online,1,13,G,1984,2543,Overijssel,1
1132,1,47,3518,47,8,Online,1,165,D,2049,2047,Noord-Holland,1
1133,0,27,3394,2,0,Phone,1,1,A,1707,0,Limburg,0
1134,0,42,11100,49,0,Online,0,39,G,1950,999,Noord-Brabant,1
1135,1,30,4721,36,2,Online,1,4,A,2000,946,Zuid-Holland,1
1136,0,39,3021,60,1,Online,1,46,G,3639,1099,Friesland,1
1137,1,76,2775,75,6,Phone,0,38,D,2526,1111,Noord-Brabant,0
1138,0,29,2988,2,11,Online,1,47,D,2099,748,Gelderland,1
1139,0,41,5852,103,0,Online,1,40,C,2667,635,Gelderland,1
1140,1,29,5533,47,5,Online,1,56,G,2579,997,Gelderland,1
1141,0,47,5229,64,6,Online,1,53,E,1923,1226,Utrecht,0
1142,1,33,7413,59,7,Online,1,46,G,3246,1788,Groningen,1
1143,0,39,12317,74,5,Online,1,25,B,1785,809,Noord-Brabant,0
1144,1,43,1320,91,10,Online,1,27,C,3163,1013,Utrecht,1
1145,1,41,2296,78,0,Online,1,8,B,1598,501,Gelderland,0
1146,0,34,4508,46,0,Online,1,16,C,2384,824,Flevoland,0
1147,0,64,4636,103,0,Phone,1,30,G,2337,1074,Noord-Brabant,1
1148,0,60,9248,71,0,Online,1,28,C,1410,826,Zuid-Holland,1
1149,0,48,4367,114,0,Online,1,47,C,2826,1013,Noord-Brabant,0
1150,1,73,4690,153,8,Phone,0,1,B,1720,980,Zuid-Holland,0
1151,0,34,3952,9,3,Online,1,5,A,1772,446,Limburg,0
1152,0,36,1940,81,35,Online,1,10,E,1609,1283,Friesland,0
1153,1,72,4103,58,7,Online,1,77,E,1586,660,Overijssel,0
1154,0,30,4912,0,2,Online,0,29,F,1693,1357,Zuid-Holland,0
1155,0,35,3872,38,0,Online,1,50,C,2504,1170,Friesland,1
1156,0,43,2967,21,0,Online,1,44,E,3154,782,Utrecht,1
1157,0,51,5315,99,17,Online,1,40,B,1924,665,Limburg,0
1158,0,35,2623,18,16,Online,0,30,D,1890,1462,Utrecht,0
1159,0,48,6754,4,0,Online,1,11,F,1855,2213,Zuid-Holland,1
1160,0,38,7483,43,11,Online,1,13,G,2414,748,Noord-Brabant,0
1161,0,48,9013,56,0,Online,1,25,G,1767,1753,Gelderland,0
1162,1,61,3199,72,2,Online,1,11,C,1541,382,Utrecht,0
